Initialized tsClusters debug log.

Data points: 
118	18	40	133	116	
19	54	110	113	89	
33	119	135	164	10	
125	137	35	10	58	
134	78	11	46	110	
78	10	53	102	140	
10	55	139	134	62	
34	80	120	31	15	
77	140	46	15	38	
131	62	13	40	118	
64	19	32	51	142	
10	44	115	105	139	
33	113	120	122	13	
124	118	162	15	46	
104	86	17	44	79	
154	10	57	79	113	
14	56	97	147	134	
45	92	113	110	10	
59	146	144	17	35	
137	57	19	31	106	
102	14	31	99	143	
16	32	101	104	35	
47	65	111	102	17	
119	112	37	12	43	
118	114	14	53	130	
119	18	33	111	135	
16	59	129	144	128	
55	131	104	87	16	
135	123	115	15	59	
146	117	13	52	148	
172	19	36	147	129	
17	59	142	106	149	
44	106	109	145	18	
96	109	162	19	52	
106	160	13	57	91	
146	14	46	82	107	
12	34	106	100	110	
53	60	124	127	17	
67	132	55	14	50	
134	59	19	50	137	
80	12	45	74	130	
18	35	143	145	32	
48	74	106	120	11	
145	118	157	10	31	
101	119	10	36	145	
57	16	45	55	128	
15	37	144	134	70	
48	148	137	90	11	
111	100	65	13	37	
132	81	12	47	134	
69	19	44	91	135	
13	59	145	118	98	
48	78	144	101	16	
67	141	69	14	51	
114	150	14	41	93	
144	16	59	86	124	
14	32	116	123	171	
37	148	130	35	19	
60	144	134	11	35	
120	91	16	41	113	
93	15	54	55	102	
19	59	68	144	100	
51	55	141	109	15	
82	101	30	14	49	
143	130	14	30	67	
122	14	54	96	103	
19	56	58	144	134	
33	66	139	136	14	
53	128	137	16	57	
126	84	13	45	96	
51	19	47	149	137	
15	33	69	144	77	
40	101	135	40	12	
112	120	35	14	55	
113	131	11	36	109	
39	17	55	66	146	
15	36	121	102	155	
43	71	115	82	13	
92	107	107	12	56	
148	172	17	37	86	
40	13	42	114	120	
12	36	77	113	66	
44	147	103	107	15	
74	147	36	12	55	
121	140	18	41	149	
75	10	54	131	137	
10	49	144	108	173	
32	100	148	95	19	
80	120	70	19	30	
113	72	13	35	137	
129	17	49	109	109	
10	45	87	105	80	
58	66	103	135	12	
136	119	135	18	44	
133	143	15	45	120	
26	12	59	58	108	
19	31	107	103	144	
39	119	135	63	16	
56	139	153	12	50	
120	128	18	59	108	
117	10	30	107	124	
18	30	134	120	34	
37	63	124	142	11	
104	104	58	18	46	
136	146	13	42	104	
59	18	57	67	141	
15	37	89	112	137	
49	115	102	143	11	
118	123	139	11	48	
129	60	14	43	66	
105	14	38	130	134	
10	51	71	109	157	
59	109	134	87	17	
126	104	107	13	48	
109	169	13	45	139	
63	17	34	52	136	
12	45	93	134	47	
48	125	137	144	18	
88	101	26	10	49	
134	161	12	49	63	
153	15	37	87	114	
11	46	93	124	152	
46	100	123	77	10	
105	135	86	15	38	
131	48	13	54	81	
77	17	56	87	118	
19	36	106	126	40	
45	50	141	69	10	
66	101	153	11	36	
116	130	18	45	130	
63	12	38	78	130	
11	44	131	109	128	
59	106	133	165	18	
125	146	132	16	34	
125	125	15	37	80	
123	16	34	105	141	
19	46	91	114	41	
45	59	139	43	15	
117	124	62	17	59	
112	95	11	30	138	
103	12	47	67	132	
18	56	58	129	98	
50	147	130	170	11	
96	100	63	14	47	
109	78	14	59	80	
143	15	33	86	127	
18	48	110	108	109	
54	79	126	71	17	
91	121	142	15	51	
113	118	14	44	105	
165	14	36	98	149	
18	33	140	105	117	
58	87	148	165	12	
127	131	61	18	53	
106	40	12	52	53	
99	12	57	63	130	
16	36	80	147	40	
39	79	116	132	15	
84	129	82	16	43	
123	105	10	47	122	
81	19	31	93	122	
16	38	135	133	116	
45	145	139	30	18	
119	136	71	19	53	
142	125	19	44	56	
115	19	51	127	120	
17	55	142	123	67	
47	133	136	95	18	
120	140	39	15	48	
145	156	15	36	87	
156	18	41	140	145	
16	43	66	138	139	
47	55	108	80	19	
59	116	140	10	36	
145	69	18	36	66	
75	11	45	90	104	
17	56	50	111	155	
46	118	143	55	10	
85	107	56	16	41	
139	63	16	36	67	
25	16	43	69	114	
19	47	112	142	128	
42	61	126	86	16	
58	101	98	18	54	
116	117	11	43	116	
168	19	56	71	115	
15	33	116	138	39	
59	146	130	92	16	
56	140	106	16	53	
103	140	10	30	104	
130	16	46	58	123	
14	58	118	148	102	
45	132	116	57	14	
72	144	167	16	42	
125	58	11	50	109	
128	11	41	118	143	
10	52	106	107	44	
54	73	137	134	16	
127	142	148	15	54	
145	120	11	37	104	
43	19	33	115	101	
17	48	110	118	50	
47	67	111	66	10	
149	134	94	18	30	
129	120	17	59	53	
102	19	30	93	144	
16	59	102	121	133	
43	137	114	87	13	
66	134	98	18	52	
118	152	13	39	68	
78	15	59	60	136	
19	55	77	131	93	
37	90	108	128	15	
91	135	170	10	48	
108	123	13	38	50	
141	10	53	73	124	
18	36	103	148	103	
36	137	106	114	10	
114	106	39	15	49	
104	160	16	34	77	
50	15	41	56	109	
16	50	118	141	99	
53	110	129	145	17	
149	141	130	11	56	
142	173	15	54	105	
34	11	54	95	106	
15	55	118	121	62	
43	115	130	67	14	
52	145	148	16	45	
118	96	15	43	70	
166	11	36	62	134	
11	59	64	124	110	
41	103	132	85	13	
119	133	133	18	39	
140	162	14	41	71	
43	15	54	111	116	
13	39	70	148	60	
48	73	140	43	10	
130	132	43	12	43	
100	106	14	51	74	
120	19	52	104	132	
14	53	65	106	37	
47	113	135	159	19	
64	127	46	10	35	
145	68	15	59	144	
153	11	47	122	116	
10	34	117	112	154	
46	52	148	108	13	
70	104	35	13	41	
136	110	19	38	144	
170	14	39	141	141	
12	35	123	147	72	
43	97	146	150	10	
149	120	131	16	47	
117	70	15	58	55	
162	14	39	73	113	
14	41	109	103	150	
39	57	113	146	17	
60	145	78	10	35	
100	36	15	47	84	
132	16	35	71	146	
18	48	87	146	57	
50	135	112	134	11	
56	132	62	16	48	
139	42	11	52	127	
152	14	58	96	131	
18	54	71	104	94	
58	145	116	121	12	
50	149	162	11	34	
120	122	13	55	63	
49	10	46	101	123	
17	45	93	134	114	
32	116	143	57	14	
96	133	168	16	32	
138	82	18	44	61	
128	13	30	71	112	
14	52	110	127	91	
46	103	130	92	17	
94	106	134	10	56	
122	98	12	52	93	
86	18	35	139	137	
10	41	119	126	30	
36	73	149	141	11	
90	106	51	12	57	
133	75	12	43	107	
84	15	36	94	119	
10	45	107	121	53	
39	53	125	29	13	
79	109	165	19	33	
124	107	19	50	77	
137	17	53	55	135	
12	44	73	102	26	
38	52	118	67	19	
132	144	159	18	31	
127	46	11	54	56	
37	12	54	115	117	
13	51	107	143	45	
50	123	115	162	18	
100	148	71	14	58	
125	110	17	30	129	
51	15	47	106	117	
10	39	56	145	166	
54	68	145	110	13	
100	133	56	18	46	
149	33	10	52	149	
132	13	36	70	100	
11	40	121	101	115	
30	146	133	141	17	
149	134	150	12	51	
139	89	17	31	132	
138	12	56	87	120	
16	45	84	118	49	
55	86	144	106	18	
109	104	124	15	30	
102	114	18	41	147	
33	15	52	147	132	
18	44	114	143	56	
56	149	117	159	11	
91	135	37	10	38	
141	139	12	54	86	
41	14	39	110	100	
13	39	103	118	105	
44	74	116	172	15	
94	146	95	12	36	
144	110	11	36	57	
138	13	45	123	126	
10	35	78	138	49	
49	63	119	64	12	
57	140	46	18	36	
139	68	15	58	90	
113	15	59	89	118	
17	53	136	111	161	
36	148	124	120	15	
87	111	96	17	46	
133	41	14	57	116	
98	11	49	60	129	
19	39	148	133	155	
59	121	101	49	15	
59	120	73	18	57	
135	161	18	32	58	
92	13	37	130	142	
16	41	93	136	59	
49	52	142	88	11	
143	105	130	18	53	
122	28	13	41	61	
82	14	53	54	126	
16	46	72	109	66	
44	130	109	90	10	
120	103	44	16	51	
111	123	18	50	86	
103	11	55	145	106	
17	54	76	118	33	
44	88	141	43	10	
113	107	95	12	31	
136	172	18	45	103	
95	15	34	96	105	
14	43	52	112	99	
59	100	128	43	17	
63	141	73	11	38	
148	111	10	34	85	
122	13	35	141	139	
15	35	132	125	113	
54	132	119	150	17	
82	123	44	17	53	
104	124	12	46	57	
136	12	32	81	120	
11	39	129	120	141	
54	70	128	142	15	
59	121	133	12	47	
107	32	16	54	100	
170	11	42	101	147	
18	50	111	102	172	
50	81	140	122	10	
144	110	83	15	53	
130	80	11	30	98	
70	17	37	83	115	
15	42	140	117	158	
50	109	115	54	11	
122	145	93	10	44	
109	73	19	47	87	
38	12	41	68	112	
18	54	67	112	121	
51	98	137	125	13	
54	118	169	19	58	
125	169	10	54	87	
103	14	46	56	121	
16	42	56	125	28	
46	72	102	65	18	
142	107	160	16	34	
143	73	17	52	70	
40	16	47	99	147	
19	46	149	102	57	
47	108	133	130	16	
80	137	142	18	33	
114	72	13	34	52	
140	12	56	67	140	
18	38	148	102	158	
38	111	100	81	10	
94	125	129	18	33	
149	150	12	45	128	
76	19	58	75	110	
19	46	137	130	30	
31	141	129	127	14	
71	130	81	14	44	
108	84	11	51	147	
30	18	37	79	132	
17	57	60	149	136	
47	76	109	140	18	
95	117	170	12	32	
119	26	18	45	59	
49	19	49	142	123	
10	38	83	121	111	
46	139	140	148	17	
51	100	97	17	55	
145	82	19	34	61	
117	10	33	66	125	
15	58	76	116	42	
55	104	118	72	16	
100	125	123	11	33	
107	159	15	52	145	
168	15	41	131	124	
12	39	53	103	113	
59	69	101	131	16	
117	131	96	11	33	
119	174	16	48	113	
37	15	40	100	129	
10	48	70	147	27	
41	55	147	64	18	
69	125	134	18	40	
137	71	14	54	61	
68	10	42	125	106	
17	48	85	138	50	
45	138	136	67	13	
71	117	48	13	50	
143	95	14	53	134	
123	19	57	128	132	
13	58	89	102	100	
52	58	123	80	12	
115	149	119	19	48	
111	72	13	40	68	
149	16	56	98	144	
11	50	77	145	158	
31	56	104	129	14	
127	126	39	11	37	
104	37	19	34	120	
65	14	58	59	116	
14	48	69	102	61	
52	92	149	110	17	
144	146	108	18	51	
108	167	15	56	57	
89	17	39	80	122	
10	39	125	126	37	
41	116	115	134	17	
84	135	98	13	38	
125	155	12	38	135	
152	17	37	84	131	
19	59	148	134	118	
37	68	131	35	12	
66	118	102	14	33	
129	141	10	54	74	
99	11	33	60	118	
10	39	100	123	102	
39	104	135	99	16	
62	124	169	15	51	
114	65	15	40	68	
60	14	50	116	118	
12	48	81	145	45	
52	129	110	116	11	
78	110	99	12	48	
147	101	18	49	113	
51	16	47	108	133	
11	36	79	127	37	
43	52	116	77	10	
76	126	167	13	34	
102	117	15	55	143	
163	12	32	86	112	
15	44	53	146	96	
31	51	147	47	10	
73	119	57	10	36	
123	168	12	46	70	
162	15	50	127	134	
11	53	107	145	164	
52	85	136	148	10	
70	149	29	15	49	
146	133	16	36	129	
154	13	49	145	110	
19	38	63	123	55	
35	125	123	64	18	
82	129	157	14	43	
134	32	18	32	127	
110	10	33	146	136	
15	32	145	137	46	
36	107	141	156	19	
112	147	161	14	45	
108	34	12	49	57	
51	17	30	92	132	
13	59	112	149	26	
43	60	115	96	18	
133	126	157	11	34	
136	123	10	48	133	
137	19	48	124	117	
16	38	142	131	94	
47	101	103	113	12	
81	103	43	11	58	
104	167	15	35	85	
93	18	51	95	114	
13	44	138	131	66	
55	103	149	152	19	
59	116	95	13	39	
116	147	14	38	121	
74	11	38	125	130	
13	43	75	127	160	
49	102	112	81	10	
79	133	51	14	34	
101	98	17	38	103	
34	11	59	100	125	
17	35	55	116	126	
57	62	133	27	10	
66	119	82	10	40	
137	73	17	49	123	
46	11	51	91	124	
16	54	141	127	124	
47	110	145	58	16	
73	149	94	18	38	
133	126	18	36	84	
43	13	38	136	139	
18	57	90	107	57	
40	127	113	43	12	
128	148	109	14	50	
137	164	17	33	112	
81	12	35	94	122	
10	32	113	103	92	
46	127	126	142	13	
138	102	90	11	51	
149	162	19	30	109	
168	18	39	82	133	
17	58	93	113	90	
46	122	135	138	18	
50	146	107	10	41	
124	152	16	58	74	
56	18	36	97	130	
14	59	124	115	156	
36	113	119	86	17	
84	138	123	11	49	
136	46	16	53	144	
56	14	50	112	108	
15	53	58	116	115	
47	86	129	96	11	
63	131	134	19	51	
123	143	14	50	132	
35	19	36	105	140	
10	36	130	120	131	
58	139	147	131	17	
101	131	147	17	40	
145	156	13	57	133	
29	19	54	113	146	
15	57	116	111	107	
38	73	132	127	15	
58	121	44	16	45	
107	36	11	44	140	
40	12	50	94	130	
10	51	72	140	165	
59	71	110	57	12	
140	109	89	18	38	
114	135	12	41	128	
25	11	44	50	149	
18	35	80	122	94	
53	52	127	41	12	
139	109	126	12	33	
106	146	17	44	112	
31	19	59	123	111	
15	32	74	114	128	
37	131	134	66	17	
71	142	174	13	35	
148	150	14	48	89	
128	14	47	133	128	
19	59	88	100	171	
55	79	108	159	11	
82	112	112	15	42	
124	127	16	37	139	
85	10	57	91	121	
12	33	53	111	55	
44	121	141	63	18	
119	143	161	16	31	
103	68	12	37	143	
36	17	42	74	136	
10	35	82	140	170	
30	89	145	67	12	
100	116	164	10	45	
148	163	14	36	109	
100	11	47	76	108	
19	52	65	122	123	
37	125	135	119	10	
104	119	93	12	35	
141	115	15	49	50	
74	13	38	132	134	
12	56	65	120	30	
32	140	144	154	15	
136	123	123	17	34	
140	159	18	44	92	
162	13	40	62	141	
18	50	94	149	79	
48	86	130	52	13	
106	148	160	11	37	
110	106	15	36	141	
117	18	35	127	133	
19	37	148	101	64	
54	143	120	108	13	
57	145	29	16	34	
143	95	11	44	110	
32	17	32	125	123	
11	57	145	130	162	
50	66	101	50	18	
89	130	105	18	38	
147	61	17	36	50	
35	13	30	135	128	
13	40	143	112	174	
39	77	141	106	15	
136	130	57	18	56	
122	31	12	44	68	
118	14	51	127	114	
12	46	93	132	58	
45	74	131	60	18	
60	123	169	14	34	
125	62	10	49	134	
127	18	-4.22017e+037	-1.21979e-012	-1.21979e-012	


Cluster starting positions:

Cluster 0:
     3.40282e+038, 3.40282e+038, 3.40282e+038, 3.40282e+038, 3.40282e+038, 
Cluster 1:
     3.40282e+038, 3.40282e+038, 3.40282e+038, 3.40282e+038, 3.40282e+038, 
Cluster 2:
     3.40282e+038, 3.40282e+038, 3.40282e+038, 3.40282e+038, 3.40282e+038, 
Cluster 3:
     3.40282e+038, 3.40282e+038, 3.40282e+038, 3.40282e+038, 3.40282e+038, 
Cluster 4:
     3.40282e+038, 3.40282e+038, 3.40282e+038, 3.40282e+038, 3.40282e+038, 

tsClusters cleaning up and closing out the log file.
